ip,timestamp,endpoint,status_code,response_time_ms,user_agent,is_attack,attack_type
192.168.1.5,2025-05-12 10:29:57.338864,/auth/login,429,41,custom-bot/1.0,1,bruteforce
10.0.1.34,2025-05-12 10:29:57.408925,/auth/register,200,158,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.5,2025-05-12 10:29:57.449505,/auth/login,401,37,custom-bot/1.0,1,bruteforce
192.168.1.15,2025-05-12 10:29:57.641409,/auth/register,401,42,Go-http-client/1.1,1,bruteforce
192.168.1.15,2025-05-12 10:29:58.170185,/auth/login,200,46,Go-http-client/1.1,1,bruteforce
172.16.1.10,2025-05-12 10:29:58.985409,/security/blocked-ips,500,49,curl/7.88.1,1,scraper
192.168.1.5,2025-05-12 10:29:59.063520,/users/profile,401,54,custom-bot/1.0,1,bruteforce
203.0.1.5,2025-05-12 10:29:59.181959,/auth/register,401,49,custom-bot/1.0,1,credential_stuffing
10.1.1.5,2025-05-12 10:29:59.187609,/auth/register,400,56,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.15,2025-05-12 10:29:59.189048,/auth/login,200,51,Go-http-client/1.1,1,bruteforce
192.168.1.15,2025-05-12 10:29:59.280379,/auth/login,401,27,Go-http-client/1.1,1,bruteforce
10.0.1.116,2025-05-12 10:29:59.846857,/analytics/requests,200,91,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.2,2025-05-12 10:29:59.995302,/auth/register,200,206,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.5,2025-05-12 10:30:00.026678,/auth/login,401,20,custom-bot/1.0,1,bruteforce
192.168.1.15,2025-05-12 10:30:00.171789,/auth/login,200,40,Go-http-client/1.1,1,bruteforce
10.0.1.101,2025-05-12 10:30:00.243817,/users/settings,200,20,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.6,2025-05-12 10:30:00.279285,/api/keys,200,59,Java/17.0.1,1,scraper
192.168.1.15,2025-05-12 10:30:01.074734,/users/profile,401,55,Go-http-client/1.1,1,bruteforce
10.0.1.142,2025-05-12 10:30:01.175213,/auth/register,200,218,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.15,2025-05-12 10:30:01.406337,/auth/login,401,48,Go-http-client/1.1,1,bruteforce
10.0.1.115,2025-05-12 10:30:02.044659,/security/rate-limits,200,164,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.142,2025-05-12 10:30:02.175209,/analytics/summary,200,169,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.124,2025-05-12 10:30:02.278286,/analytics/requests,200,64,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.31,2025-05-12 10:30:02.379026,/auth/register,200,138,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.139,2025-05-12 10:30:02.382338,/docs,200,218,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.130,2025-05-12 10:30:02.595861,/api/keys/generate,400,108,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.1,2025-05-12 10:30:02.877977,/analytics/requests,200,65,python-requests/2.31.0,1,scraper
10.0.1.36,2025-05-12 10:30:03.539560,/api/keys,404,86,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.7,2025-05-12 10:30:03.834456,/auth/login,401,63,Java/17.0.1,1,bruteforce
10.0.1.111,2025-05-12 10:30:05.547284,/api/keys/generate,200,154,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.14,2025-05-12 10:30:05.568192,/api/export,500,73,axios/1.6.2,1,scraper
192.168.1.5,2025-05-12 10:30:05.978219,/auth/login,401,39,custom-bot/1.0,1,bruteforce
10.0.1.98,2025-05-12 10:30:06.177301,/security/blocked-ips,200,247,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.15,2025-05-12 10:30:06.344790,/auth/login,200,35,Go-http-client/1.1,1,bruteforce
192.168.1.5,2025-05-12 10:30:06.557739,/auth/login,401,53,custom-bot/1.0,1,bruteforce
172.16.1.2,2025-05-12 10:30:07.085231,/analytics/summary,200,83,python-requests/2.31.0,1,scraper
203.0.1.5,2025-05-12 10:30:07.634169,/auth/login,429,58,custom-bot/1.0,1,credential_stuffing
172.16.1.12,2025-05-12 10:30:07.883568,/auth/register,200,82,python-requests/2.31.0,1,scraper
10.0.1.111,2025-05-12 10:30:08.200483,/auth/register,200,177,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.13,2025-05-12 10:30:08.678098,/admin/config,200,47,curl/7.88.1,1,scraper
192.168.1.5,2025-05-12 10:30:08.719729,/auth/login,401,51,custom-bot/1.0,1,bruteforce
192.168.1.5,2025-05-12 10:30:08.996192,/auth/login,401,41,custom-bot/1.0,1,bruteforce
10.0.1.29,2025-05-12 10:30:09.043378,/analytics/requests,201,186,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.1.1.11,2025-05-12 10:30:09.058822,/security/blocked-ips,200,106,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.29,2025-05-12 10:30:09.645569,/health,200,101,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
192.168.1.15,2025-05-12 10:30:09.682974,/auth/login,401,41,Go-http-client/1.1,1,bruteforce
172.16.1.11,2025-05-12 10:30:10.266064,/health,404,50,PostmanRuntime/7.36.0,1,scraper
10.0.1.23,2025-05-12 10:30:10.349773,/api/keys/generate,200,111,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.5,2025-05-12 10:30:10.632111,/api/v1/data,200,45,Java/17.0.1,1,scraper
192.168.1.15,2025-05-12 10:30:10.707477,/auth/login,401,33,Go-http-client/1.1,1,bruteforce
10.0.1.49,2025-05-12 10:30:10.782912,/auth/login,200,123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.61,2025-05-12 10:30:10.964897,/auth/register,200,261,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.14,2025-05-12 10:30:11.000280,/docs,200,145,python-requests/2.31.0,0,normal
10.0.1.66,2025-05-12 10:30:11.371863,/users/profile,200,167,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.75,2025-05-12 10:30:11.437813,/security/rate-limits,200,132,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.5,2025-05-12 10:30:12.025825,/auth/login,401,55,Java/17.0.1,1,credential_stuffing
172.16.1.4,2025-05-12 10:30:12.536477,/admin/users,403,57,axios/1.6.2,1,scraper
10.0.1.146,2025-05-12 10:30:13.398383,/users/profile,200,134,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.5,2025-05-12 10:30:14.394828,/api/v2/data,500,61,Java/17.0.1,1,scraper
203.0.1.5,2025-05-12 10:30:14.396019,/auth/login,401,76,custom-bot/1.0,1,credential_stuffing
10.0.1.17,2025-05-12 10:30:15.042976,/health,200,266,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.6,2025-05-12 10:30:16.294453,/users/settings,200,89,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.11,2025-05-12 10:30:17.249338,/users/settings,200,134,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.115,2025-05-12 10:30:17.693054,/api/keys,200,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.12,2025-05-12 10:30:17.889182,/api/keys,200,55,curl/7.88.1,1,scraper
10.0.1.100,2025-05-12 10:30:17.899982,/security/rate-limits,200,124,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.12,2025-05-12 10:30:17.972140,/analytics/summary,200,39,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.5,2025-05-12 10:30:18.757131,/auth/login,429,37,custom-bot/1.0,1,bruteforce
10.0.1.23,2025-05-12 10:30:18.996920,/analytics/summary,201,164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.156,2025-05-12 10:30:19.223392,/docs,400,92,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.72,2025-05-12 10:30:19.431556,/security/blocked-ips,200,160,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.26,2025-05-12 10:30:19.810150,/users/settings,404,176,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.15,2025-05-12 10:30:20.077827,/auth/login,429,53,Go-http-client/1.1,1,bruteforce
10.0.1.75,2025-05-12 10:30:20.641274,/security/blocked-ips,200,164,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.50,2025-05-12 10:30:21.511814,/docs,200,136,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.4,2025-05-12 10:30:21.578324,/internal/status,200,88,python-requests/2.31.0,1,scraper
192.168.1.15,2025-05-12 10:30:21.742970,/auth/login,429,45,Go-http-client/1.1,1,bruteforce
172.16.1.5,2025-05-12 10:30:22.358526,/admin/config,200,59,Java/17.0.1,1,scraper
10.1.1.9,2025-05-12 10:30:22.439339,/security/blocked-ips,404,169,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.73,2025-05-12 10:30:22.946650,/users/profile,200,71,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.5,2025-05-12 10:30:23.145517,/auth/login,401,51,custom-bot/1.0,1,bruteforce
192.168.1.5,2025-05-12 10:30:23.728858,/users/profile,401,37,custom-bot/1.0,1,bruteforce
203.0.1.5,2025-05-12 10:30:23.861080,/auth/login,403,27,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
10.0.1.127,2025-05-12 10:30:24.350183,/docs,200,128,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.168,2025-05-12 10:30:24.542809,/auth/register,200,226,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.95,2025-05-12 10:30:24.865860,/users/profile,200,156,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
203.0.1.5,2025-05-12 10:30:25.810922,/users/profile,429,80,custom-bot/1.0,1,credential_stuffing
10.1.1.12,2025-05-12 10:30:26.166117,/users/settings,200,122,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.1.1.20,2025-05-12 10:30:26.461813,/analytics/requests,201,180,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.5,2025-05-12 10:30:27.905962,/auth/login,401,19,custom-bot/1.0,1,credential_stuffing
203.0.1.5,2025-05-12 10:30:29.282342,/auth/register,403,27,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
192.168.1.15,2025-05-12 10:30:29.376417,/auth/register,401,52,Go-http-client/1.1,1,bruteforce
10.0.1.13,2025-05-12 10:30:29.402481,/security/rate-limits,200,142,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.9,2025-05-12 10:30:30.069858,/users/profile,200,161,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.160,2025-05-12 10:30:30.252444,/api/keys/generate,200,216,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.102,2025-05-12 10:30:31.392804,/users/profile,201,75,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.62,2025-05-12 10:30:31.655300,/analytics/summary,200,277,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.1.1.16,2025-05-12 10:30:31.859480,/security/blocked-ips,200,118,Go-http-client/1.1,0,normal
192.168.1.15,2025-05-12 10:30:32.046365,/auth/login,401,42,Go-http-client/1.1,1,bruteforce
10.0.1.138,2025-05-12 10:30:32.262186,/auth/login,200,230,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
203.0.1.5,2025-05-12 10:30:32.299176,/auth/login,401,36,Java/17.0.1,1,credential_stuffing
172.16.1.15,2025-05-12 10:30:32.759651,/health,200,64,curl/7.88.1,1,scraper
172.16.1.4,2025-05-12 10:30:33.160075,/debug/vars,200,60,Java/17.0.1,1,scraper
192.168.1.5,2025-05-12 10:30:33.189006,/auth/login,401,39,custom-bot/1.0,1,bruteforce
10.0.1.61,2025-05-12 10:30:33.481128,/users/profile,200,20,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.4,2025-05-12 10:30:34.615131,/api/export,404,49,python-requests/2.31.0,1,scraper
10.0.1.99,2025-05-12 10:30:36.058256,/security/blocked-ips,201,185,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.117,2025-05-12 10:30:37.034169,/security/rate-limits,200,245,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.61,2025-05-12 10:30:37.173301,/auth/register,200,151,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.140,2025-05-12 10:30:37.530899,/auth/login,200,291,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.17,2025-05-12 10:30:37.534807,/users/settings,200,65,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.154,2025-05-12 10:30:37.690796,/security/rate-limits,400,138,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.5,2025-05-12 10:30:37.891581,/auth/login,429,50,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
10.0.1.122,2025-05-12 10:30:38.369466,/analytics/summary,200,260,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.64,2025-05-12 10:30:38.378274,/analytics/requests,200,98,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.5,2025-05-12 10:30:39.408872,/auth/login,401,63,Java/17.0.1,1,credential_stuffing
10.0.1.63,2025-05-12 10:30:40.572862,/docs,200,92,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.161,2025-05-12 10:30:42.587283,/auth/login,200,76,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
192.168.1.5,2025-05-12 10:30:43.074475,/auth/login,429,47,custom-bot/1.0,1,bruteforce
192.168.1.15,2025-05-12 10:30:43.509925,/auth/login,200,24,Go-http-client/1.1,1,bruteforce
10.0.1.111,2025-05-12 10:30:44.929304,/security/rate-limits,200,191,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.180,2025-05-12 10:30:44.969812,/api/keys,200,146,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.15,2025-05-12 10:30:45.014074,/auth/login,401,36,Go-http-client/1.1,1,bruteforce
10.0.1.86,2025-05-12 10:30:45.407693,/users/profile,200,20,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.112,2025-05-12 10:30:45.428459,/users/profile,200,83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
203.0.1.5,2025-05-12 10:30:45.818691,/auth/login,401,61,custom-bot/1.0,1,credential_stuffing
10.0.1.75,2025-05-12 10:30:46.636022,/analytics/summary,200,175,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.4,2025-05-12 10:30:50.529233,/api/keys,200,158,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.1.1.2,2025-05-12 10:30:50.611275,/docs,200,213,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.12,2025-05-12 10:30:52.665632,/api/keys,200,107,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.5,2025-05-12 10:30:54.436323,/auth/register,429,54,custom-bot/1.0,1,credential_stuffing
172.16.1.1,2025-05-12 10:30:55.320039,/analytics/summary,200,64,PostmanRuntime/7.36.0,1,scraper
172.16.1.12,2025-05-12 10:30:56.104926,/api/keys/generate,200,69,curl/7.88.1,1,scraper
203.0.1.5,2025-05-12 10:30:56.651942,/auth/login,429,20,Java/17.0.1,1,credential_stuffing
10.0.1.50,2025-05-12 10:30:57.236026,/analytics/requests,200,182,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.2,2025-05-12 10:30:57.256495,/analytics/requests,200,118,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
203.0.1.5,2025-05-12 10:30:57.323567,/auth/login,401,42,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
10.1.1.7,2025-05-12 10:30:58.130430,/security/blocked-ips,401,91,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.15,2025-05-12 10:30:59.227499,/auth/login,401,40,Go-http-client/1.1,1,bruteforce
172.16.1.12,2025-05-12 10:30:59.675809,/analytics/requests,404,53,python-requests/2.31.0,1,scraper
10.0.1.157,2025-05-12 10:31:00.318871,/docs,201,179,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.18,2025-05-12 10:31:01.066334,/api/keys,200,103,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.14,2025-05-12 10:31:01.270153,/analytics/summary,200,89,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.15,2025-05-12 10:31:03.581477,/docs,200,186,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.6,2025-05-12 10:31:03.711539,/api/keys/generate,200,69,PostmanRuntime/7.36.0,1,scraper
10.0.1.98,2025-05-12 10:31:04.770381,/auth/register,200,237,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.171,2025-05-12 10:31:05.036503,/users/settings,400,117,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.1.1.6,2025-05-12 10:31:05.465785,/health,200,167,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.142,2025-05-12 10:31:06.675620,/api/keys/generate,200,131,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.10,2025-05-12 10:31:06.961499,/security/rate-limits,200,37,axios/1.6.2,1,scraper
10.0.1.162,2025-05-12 10:31:07.519530,/api/keys,200,119,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.15,2025-05-12 10:31:09.479489,/api/v1/data,200,57,axios/1.6.2,1,scraper
10.0.1.63,2025-05-12 10:31:10.509807,/api/keys,200,197,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.173,2025-05-12 10:31:10.968193,/api/keys/generate,200,128,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.174,2025-05-12 10:31:11.052490,/security/blocked-ips,200,188,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.179,2025-05-12 10:31:12.164106,/analytics/summary,200,164,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.120,2025-05-12 10:31:12.177523,/users/settings,200,78,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.27,2025-05-12 10:31:12.258884,/api/keys,200,126,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.134,2025-05-12 10:31:12.641014,/analytics/summary,500,175,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.17,2025-05-12 10:31:13.073122,/docs,200,48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.5,2025-05-12 10:31:13.073606,/auth/login,401,19,custom-bot/1.0,1,credential_stuffing
172.16.1.12,2025-05-12 10:31:13.328593,/analytics/summary,200,61,curl/7.88.1,1,scraper
10.0.1.4,2025-05-12 10:31:14.420649,/api/keys,200,188,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.49,2025-05-12 10:31:14.774189,/security/rate-limits,400,273,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.3,2025-05-12 10:31:17.008648,/analytics/requests,200,36,Java/17.0.1,1,scraper
172.16.1.8,2025-05-12 10:31:17.137031,/security/blocked-ips,200,42,axios/1.6.2,1,scraper
203.0.1.5,2025-05-12 10:31:17.212732,/auth/login,401,45,Java/17.0.1,1,credential_stuffing
172.16.1.9,2025-05-12 10:31:18.052553,/api/v2/data,200,70,Go-http-client/1.1,1,scraper
172.16.1.11,2025-05-12 10:31:18.254884,/api/v1/data,500,78,PostmanRuntime/7.36.0,1,scraper
10.0.1.27,2025-05-12 10:31:18.755165,/analytics/requests,200,122,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.59,2025-05-12 10:31:18.793754,/api/keys,400,171,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.13,2025-05-12 10:31:20.108407,/users/settings,200,110,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.1.1.6,2025-05-12 10:31:21.021145,/security/blocked-ips,500,34,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.165,2025-05-12 10:31:21.848084,/auth/login,200,119,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.1.1.7,2025-05-12 10:31:22.235474,/docs,404,116,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.23,2025-05-12 10:31:23.125797,/docs,400,117,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.2,2025-05-12 10:31:23.837063,/auth/register,401,68,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
10.0.1.160,2025-05-12 10:31:24.054978,/security/blocked-ips,200,265,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.50,2025-05-12 10:31:24.325852,/auth/register,201,175,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.8,2025-05-12 10:31:24.413191,/security/rate-limits,200,68,custom-bot/1.0,1,scraper
10.1.1.4,2025-05-12 10:31:25.732402,/health,200,65,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.138,2025-05-12 10:31:26.166785,/users/settings,201,194,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.1.1.17,2025-05-12 10:31:27.583331,/users/settings,404,163,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.125,2025-05-12 10:31:28.424785,/users/profile,200,139,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.49,2025-05-12 10:31:28.803034,/api/keys/generate,200,335,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.57,2025-05-12 10:31:29.320275,/users/profile,200,123,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.6,2025-05-12 10:31:29.768049,/auth/login,401,60,Java/17.0.1,1,credential_stuffing
10.0.1.117,2025-05-12 10:31:29.816565,/api/keys/generate,200,190,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.6,2025-05-12 10:31:30.098964,/analytics/requests,200,50,PostmanRuntime/7.36.0,1,scraper
10.0.1.138,2025-05-12 10:31:30.275372,/security/blocked-ips,200,160,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.136,2025-05-12 10:31:30.593082,/api/keys,200,103,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.6,2025-05-12 10:31:30.733115,/auth/register,401,28,axios/1.6.2,1,credential_stuffing
10.0.1.86,2025-05-12 10:31:31.392958,/auth/register,200,152,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.2,2025-05-12 10:31:32.616351,/auth/login,401,59,curl/7.88.1,1,credential_stuffing
10.0.1.18,2025-05-12 10:31:33.817897,/health,200,160,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
172.16.1.3,2025-05-12 10:31:35.361756,/analytics/summary,200,74,custom-bot/1.0,1,scraper
10.0.1.106,2025-05-12 10:31:35.871360,/docs,200,219,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.6,2025-05-12 10:31:37.069705,/auth/login,401,49,python-requests/2.31.0,1,credential_stuffing
10.0.1.156,2025-05-12 10:31:37.257301,/health,200,209,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.102,2025-05-12 10:31:37.553121,/health,200,148,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.166,2025-05-12 10:31:38.625435,/users/profile,201,88,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.23,2025-05-12 10:31:38.847468,/analytics/requests,200,67,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.34,2025-05-12 10:31:39.161548,/users/settings,200,97,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
